source,paper_id,title,abstract,authors,year,publication_date,doi,url,pdf_url,venue,journal,citation_count,reference_count,categories
openalex,https://openalex.org/W2165159570,A Survey of Agent Platforms,"From computer games to human societies, many natural and artificial phenomena can be represented as multi-agent systems. Over time, these systems have been proven a really powerful tool for modelling and understanding phenomena in fields, such as economics and trading, health care, urban planning and social sciences. However, although, intelligent agents have been around for years, their actual implementation is still in its early stages. Since the late nineties many agent platforms have been developed. Some of them have already been abandoned whereas others continue releasing new versions. On the other hand, the agent-oriented research community is still providing more and more new platforms. This vast amount of platform options leads to a high degree of heterogeneity. Hence, a common problem is how people interested in using multi-agent systems should choose which platform to use in order to benefit from agent technology. This decision was usually left to word of mouth, past experiences or platform publicity, lately however people depend on solid survey articles. To date, in most cases multi-agent system surveys describe only the basic characteristics of a few representatives without even providing any classification of the systems themselves. This article presents a comparative up-to-date review of the most promising existing agent platforms that can be used. It is based on universal comparison and evaluation criteria, proposing classifications for helping readers to understand which agent platforms broadly exhibit similar properties and in which situations which choices should be made.","['Kalliopi Kravari', 'Nick Bassiliades']",2015.0,2015-01-01,https://doi.org/10.18564/jasss.2661,https://openalex.org/W2165159570,https://www.jasss.org/admin/get_pdf.php?source=https://jasss.org/18/1/11.html,Journal of Artificial Societies and Social Simulation,Journal of Artificial Societies and Social Simulation,270.0,31.0,"['Data science', 'Computer science']"
openalex,https://openalex.org/W3028484854,The Effectiveness of Artificial Intelligence Conversational Agents in Health Care: Systematic Review,"BACKGROUND: The high demand for health care services and the growing capability of artificial intelligence have led to the development of conversational agents designed to support a variety of health-related activities, including behavior change, treatment support, health monitoring, training, triage, and screening support. Automation of these tasks could free clinicians to focus on more complex work and increase the accessibility to health care services for the public. An overarching assessment of the acceptability, usability, and effectiveness of these agents in health care is needed to collate the evidence so that future development can target areas for improvement and potential for sustainable adoption. OBJECTIVE: This systematic review aims to assess the effectiveness and usability of conversational agents in health care and identify the elements that users like and dislike to inform future research and development of these agents. METHODS: PubMed, Medline (Ovid), EMBASE (Excerpta Medica dataBASE), CINAHL (Cumulative Index to Nursing and Allied Health Literature), Web of Science, and the Association for Computing Machinery Digital Library were systematically searched for articles published since 2008 that evaluated unconstrained natural language processing conversational agents used in health care. EndNote (version X9, Clarivate Analytics) reference management software was used for initial screening, and full-text screening was conducted by 1 reviewer. Data were extracted, and the risk of bias was assessed by one reviewer and validated by another. RESULTS: A total of 31 studies were selected and included a variety of conversational agents, including 14 chatbots (2 of which were voice chatbots), 6 embodied conversational agents (3 of which were interactive voice response calls, virtual patients, and speech recognition screening systems), 1 contextual question-answering agent, and 1 voice recognition triage system. Overall, the evidence reported was mostly positive or mixed. Usability and satisfaction performed well (27/30 and 26/31), and positive or mixed effectiveness was found in three-quarters of the studies (23/30). However, there were several limitations of the agents highlighted in specific qualitative feedback. CONCLUSIONS: The studies generally reported positive or mixed evidence for the effectiveness, usability, and satisfactoriness of the conversational agents investigated, but qualitative user perceptions were more mixed. The quality of many of the studies was limited, and improved study design and reporting are necessary to more accurately evaluate the usefulness of the agents in health care and identify key areas for improvement. Further research should also analyze the cost-effectiveness, privacy, and security of the agents. INTERNATIONAL REGISTERED REPORT IDENTIFIER (IRRID): RR2-10.2196/16934.","['Madison Milne‐Ives', 'Caroline de Cock', 'Ernest Lim', 'Melissa Harper Shehadeh', 'Nick de Pennington', 'Guy Mole', 'Eduardo Normando', 'Edward Meinert']",2020.0,2020-09-02,https://doi.org/10.2196/20346,https://openalex.org/W3028484854,https://www.jmir.org/2020/10/e20346/PDF,Journal of Medical Internet Research,Journal of Medical Internet Research,584.0,59.0,"['Psychology', 'Computer science', 'Medicine']"
core,318699949,How agentic AI can be applied to behavioural science,"Traditional AI models have been extensively studied for their influence on human behaviour. But agentic AI remains largely unexplored in behavioural science. Dario Krpan, Dima Sayess, Fatima Koaik, George Philippe Farajalla, Pujen Shrestha and Robin Schnider discuss the concept of agentic AI and explore the risks and opportunities of its responsible integration into behavioural science","['Koaik, Fatima', 'Shrestha, Pujen', 'Sayess, Dima', 'Schnider, Robin', 'Philippe Farajalla, George', 'Krpan, Dario']",2025.0,2025-03-04T00:00:00+00:00,,https://core.ac.uk/download/701281305.pdf,https://core.ac.uk/download/701281305.pdf,,,0.0,,Blog post
core,302079000,Beyond Human Control: Unleashing the Uncharted Power of Agentic AI and Its Transformative Role in Society,"The rise of agentic AI—machines that can think, plan, and act autonomously—marks a transformative shift in the landscape of artificial intelligence. This paper delves into the concept of agentic AI, exploring its unique characteristics, including autonomy and proactive decision-making, which distinguish it from traditional AI systems. The study highlights the rapid evolution of AI technologies and their far-reaching impact across various sectors, such as healthcare, therapy &psychology, transportation, business, and smart cities. This paper examines the real-world applications of agentic AI, its transformative effects, and the ethical and operational challenges it presents. Key issues such as the balance between autonomy and human oversight, algorithmic bias, security, and privacy concerns are discussed. The paper also investigates the economic, workforce, and societal implications of widespread agentic AI adoption, while considering the future directions for its development. By identifying innovative trends, the potential for human-AI collaboration, and the need for robust regulation, this paper provides comprehensive insights into harnessing the power of agentic AI responsibly and sustainably, ensuring that its benefits outweigh its risks","['Victor Nicholas GURGU', 'Iosif GURGU', 'Vladimir RADIVOJEVIC', 'Ioana Andreea GURGU', 'Elena GURGU']",2025.0,,10.26458/2512,https://core.ac.uk/download/671570172.pdf,https://core.ac.uk/download/671570172.pdf,,,0.0,,article
core,321969203,Agentic Edge Intelligence: A Research Agenda,"Abstract

Agentic AI is rapidly transforming autonomous decision-making, yet its deployment across the edge-cloud continuum remains poorly understood. This paper introduces the concept of agentic edge intelligence, an emerging paradigm in which autonomous agents operate across the computing continuum to negotiate computational resources, data, and services within dynamic digital marketplaces. We position this concept at the intersection of edge intelligence, multi-agent systems, and computational economics, where distributed decision-making replaces centralized orchestration. The paper outlines key research challenges, including scalability, interoperability, market stability, and ethical governance, and proposes a research agenda addressing theoretical, architectural, and societal dimensions. By integrating mechanism design with trustworthy AI and edge computing, the real-time AI economy envisions a self-organizing infrastructure for efficient, transparent, and equitable resource exchange in future digital ecosystems.Abstract

Agentic AI is rapidly transforming autonomous decision-making, yet its deployment across the edge-cloud continuum remains poorly understood. This paper introduces the concept of agentic edge intelligence, an emerging paradigm in which autonomous agents operate across the computing continuum to negotiate computational resources, data, and services within dynamic digital marketplaces. We position this concept at the intersection of edge intelligence, multi-agent systems, and computational economics, where distributed decision-making replaces centralized orchestration. The paper outlines key research challenges, including scalability, interoperability, market stability, and ethical governance, and proposes a research agenda addressing theoretical, architectural, and societal dimensions. By integrating mechanism design with trustworthy AI and edge computing, the real-time AI economy envisions a self-organizing infrastructure for efficient, transparent, and equitable resource exchange in future digital ecosystems","['Dustdar, Schahram', 'Sigg, Stephan', 'Farahani, Reza', 'Murturi, Ilir', 'Lovén, Lauri']",2025.0,2025-12-31T00:00:00+00:00,10.1145/3773274.3777421,https://core.ac.uk/download/699397807.pdf,https://core.ac.uk/download/699397807.pdf,,,0.0,,A4
core,313174654,"Hot hands or cold bots? Belief reactions to sequential predictions from AI, humans, and random sources","People often draw inferences from sequences of past performance, sometimes perceiving patterns even in random outcomes. This has fueled debates regarding phenomena such as the hot hand and gambler's fallacies. With the growing use of artificial intelligence (AI) systems for forecasting and decision support, it becomes important to understand how people form beliefs from sequences of outcomes attributed to such systems. We report results from a preregistered online experiment (N = 900) in which identical outcome sequences were attributed to an AI model, a human forecaster, or a random device. Belief updating in response to higher prior success rates was strongest for human forecasters, weakest for random devices, and intermediate for AI. Reactions to streaks were similar for AI and human sources, in contrast to the strong reversal expectations observed for random sequences. Performance feedback did not alter the relative reliance on AI versus human sources. Overall, AI is perceived as quasi-human-imbued with some intentionality, yet not fully agentic","['Wengström, Erik', 'Lambrecht, Marco', 'Herold, Theo']",2025.0,2025-01-01T00:00:00+00:00,,,,,,0.0,,doc-type:workingPaper
core,299820586,"Real Bubbles, Synthetic Traders: AI-Agent-Based Simulations of the Speculative Market","With the rise of agentic AI comes a powerful opportunity to rethink how we model
economic complexity and nonlinear systems. I create an extensible, AI-agent-based
market simulation sandbox for exploring behavioral finance questions and speculative
dynamics. This paper presents the first AI-agent-based simulation of a speculative
stock market built on a general-purpose agentic framework—a high-quality, consumerfacing software development kit (SDK) rather than a bespoke, special-purpose scaffold
around a LLM using chat completions API features. The framework is fully customizable, enabling researchers to design and run experiments by defining trader archetypes,
injecting news shocks, testing different market microstructures, and observing interactions—including those via a simulated social platform, enabling rich experimentation
with speculation, herding, pricing dynamics, and financial stability. Empirical simulation results echo findings from prior literature while introducing new nuance. Across
markets with varying share of trader archetypes, results show that trading volume
negatively predicts future returns when irrational agents dominate, suggesting that
high-volume events can signal upcoming price reversals. In contrast, even though results show that rationalists reduce momentum overall, when they do trade in high
volume, it’s often with conviction, which can support trend continuation (i.e., real
momentum). These findings point to a possibly more nuanced relationship between
volume and returns — one distinctly modulated by the rationality of market participants. Notably, this does not imply that rational markets exhibit more volume
overall (simply because prices may appear more supported); rather, it reflects a shift
in the informational character of volume—from noise to signal—as market composition
increases in rational agents. Lastly, volume and rationality in my simulations are uncorrelated, suggesting their separate influences on price dynamics are not confounded
— but rather, arise endogenously from the system’s own emergent complexity. This
study demonstrates the viability of AI-agent-based simulations and their potential to
generate nuanced insight into enduring financial economics questions.Applied Mathematic","['Lin, Stephanie']",2025.0,,,https://core.ac.uk/download/668205815.pdf,https://core.ac.uk/download/668205815.pdf,,,0.0,,Thesis or Dissertation
core,313928563,Using AI to create open-world quests in multimedia educational complexes,"The article examines using artificial intelligence to create open-world quests in multimedia educational complexes, addressing limits of static content and the need for adaptive, agentic learning trajectories. Methodologically, it is conceptual: it synthesizes procedural content generation, machine learning, and large language models, aligning them with open-world game-design principles. It argues that AI serves as a “pedagogical orchestrator,” coordinating goals, learner capabilities, presentation, and assessment within quest environments. Personalization covers dynamic variation of difficulty, pacing, and modalities; generation of narratives, tasks, hints, and feedback. It outlines how multimedia, simulations, and VR/AR integrate into quests to raise engagement without losing didactic clarity, and sets requirements for adaptive delivery under computational and accessibility constraints. It presents an implementation framework: principles, ethics, quality control, scalability, and outcome monitoring. Expected effects include higher motivation, development of critical thinking, and support for personal pathways. Novelty lies in aligning AI-generated quests with multimedia complex architecture and treating AI as a co-ordinator of pedagogy, not merely a content generator. Limitations: theoretical emphasis, reliance on prior work, and absence of large-scale empirical validation; ethical and organizational issues are noted as directions for further testing",['Khoroshevska I.'],2025.0,2025-01-01T00:00:00+00:00,,,,,,0.0,,Article
core,298113336,Which pricing models are the most effective for AI agents in today's technology landscape?,"The rapid emergence of agentic AI presents significant monetization challenges, with many vendors defaulting to legacy SaaS pricing models, which prove ill-suited for AI's unique cost structures and value propositions. This thesis investigates which pricing models are most effective, defined through the lens of consumer acceptance (Frohmann, 2018), for AI agents and assesses alignment with current market offerings. Grounded in the Technology Acceptance Model (TAM) (Davis, 1989) and Flat-Rate Bias theory (Lambrecht &amp; Skiera, 2006), this study posits that pricing models delivering greater cost predictability, enhancing price transparency, reducing perceived financial risk and resonating with users’ perceived value will achieve higher acceptance.A quantitative approach was employed, combining a within-subject survey experiment with 53 business professionals and a structured market audit of 101 AI agent pricing pages. Statistical analyses included Cochran’s Q and McNemar tests to evaluate preference differences and binary logistic regression followed by Fisher's test and Cramer's V to determine a correlation between pricing attribute prioritization and pricing model preference. Results reveal a strong flat-rate bias: 43.4% of respondents preferred flat-rate subscriptions (net utility +14), significantly more than usage-based (-17) and license-plus-overage (-12) models (Cochran’s Q(4) = 45.75, p &lt; .001). Outcome-based (24.5%, net utility 0) and credit-based plans (22.6%, net utility +7) were the next most favored. Cost predictability was the most important attribute (net utility +23). A logistic regression, however, demonstrates no significant predictors of flat preference: coefficients ranged from β = 1.31 (OR = 3.7, p = 0.78) for predictability, β = 6.0 (OR ≈ 400, p = 0.21) for simplicity, β = 0.45 (OR ≈ 1,57, p = 0.47) for simplicity each with wide confidence intervals arising from quasi-separation and low power. Fisher’s tests confirmed the null result (p = 0.78-1.00) with only moderate effect sizes for transparency and simplicity (V ≈ 0.23-0.24). A strong market misalignment was identified: 66% of audited vendors use credit-based models, and 22% use usage/overage, while only 2% offer flat-rate and &lt;1% outcome-based pricing.This study concludes that flat-rate and outcome-based pricing models are most effective for AI agents based on consumer acceptance, with 43.4% of participants preferring flat-rate models for their cost predictability. The research reveals a significant market misalignment, as only 2% of AI agent vendors currently offer flat-rate subscriptions while 66% use credit-based systems, despite strong consumer preference for predictable pricing structures. The findings support Flat-Rate Bias theory in the AI agent domain and demonstrate that freemium models would positively influence sign-ups for 86.8% of users. This research underscores the necessity for an acceptance-driven approach to pricing models, suggesting vendors should strategically integrate flat-rate and outcome-based plans to better meet customer demands and achieve more effective monetization in the rapidly evolving AI agent landscape.<br/","['Moriana Sigel, Raul']",2025.0,2025-01-01T00:00:00+00:00,,,,,,0.0,,MASTERTHESIS
core,159535610,Unveiling Gender Biases in Recruitment: A Natural Language Processing Approach,"This paper investigates the potential of AI to identify gender biases in recruitment for senior management positions in businesses, dealing with many documents. It aims to unravel the impact of gender biases in job advertisements as a possible reason behind the underrepresentation of women in the corporate world. An innovative experiment that extracts and analyses 2.198 job offers published in February and September 2021 in the Financial Times newspaper is presented. Natural language techniques are used. These methods identify the most frequent terms and their appearance rate in the advertisements showing the gender biases they generate. By enabling the analysis of many documents, the method allows the accurate identification of gender biases. This use is unique in management studies. The results show a strong co-occurrence of terms associated with male roles in the studied sectors. The concept of agentic-communal role differentiation, rooted in the Identity, homosocial, and TM-TM theories, supports the findings. This knowledge will contribute to using NLP to discover gender biases in recruitment for high decision-making positions proposing action to improve the present situation. Should more women ascend to decision-making positions, selection processes should be improved to reflect a more neutral language. At the same time, cultural changes should be promoted in the corporate world toward more inclusive workplaces","['Barriuso, Mirian Izquierdo']",2024.0,2024-04-08T01:00:00+01:00,10.56557/jgembr/2024/v16i18634,,,,,0.0,,info:eu-repo/semantics/article
core,8852917,A comparative study of the reasons for and means of setting-up a small business: the case of Turkish Cypriot restaurateurs and lawyers in North Cyprus and Britain.,"PhDThis study aims to generate insights into the business start-up activities of Turkish
Cypriot business owners in the restaurant and the legal sectors in North Cyprus and
Britain, by drawing cross cultural comparisons between the two sectors, and the two
countries. The research objectives are to examine the business start-up reasons for
Turkish Cypriot restaurateurs and lawyers; to identify and investigate, the 'forms of
capital' (Bourdieu, 1986) that they acquire and deploy; and to compare and contrast the
business start-up activities of Turkish Cypriots cross-nationally, North Cyprus and
Britain, and cross-sectorally, restaurant and legal sectors.
Methodologically, the research draws on extensive fieldwork with 66 participants
drawn from two different sectors in both countries. Applying a critical realist
methodology, experiences of participants are examined by analysing rich interview
material and documentary evidence.
Business start-up activity of Turkish Cypriots is a multi-faceted phenomenon, which is
examined in this thesis by looking into the interplay of agentic and structural influences.
The agentic influences, such as individual reasons for financial betterment, serving to
their community groups, desire for independence, are intertwined with structural
factors. The most important structural factors appear to be the importance of family and
changing socio-economic conditions. There are cross-country and cross-sectoral
variations in the degree to which these factors influence business set-up experiences.
The thesis makes empirical contributions to this field of study. There have been
extensive studies which have touched on ethnicity, sectoral differences, cross-national
variations and individual forms of capital. However, there has not been a study which
looked at the complex intersection of these key structural influences on business set-up
activity. This study fills this gap and contributes to our understanding of mainstream
and minority ethnic business start-up experiences between business start-up experiences
in one ethnic community across two sectors and two countries. Empirically, the research
findings reveal that both agentic and structural influences shape 'business start-up
activity of Turkish Cypriots in restaurant and legal sectors, in North Cyprus and Britain","['Inal, Gozde']",2007.0,2007-01-01T00:00:00+00:00,,,,,,0.0,,Thesis
core,302636077,Delegation to Artificial Intelligence can increase dishonest behaviour,"National audienceWhile Artificial Intelligence enables productivity gains from delegating tasks to machines, it may facilitate the delegation of unethical behaviour. This risk is highly relevant amid the rapid rise of ’agentic’ AI systems. Here we demonstrate this risk by having human principals instruct machine agents to perform tasks with incentives to cheat. Requests for cheating increased when principals could induce machine dishonesty without telling the machine precisely what to do, through supervised learning or high-level goal-setting. These effects held whether delegation was voluntary or mandatory. We also examined delegation via natural language to Large Language Models. While principals’ cheating requests were not always higher for machine agents, compliance diverged sharply: Machines were far more likely than human agents to carry out fully unethical instructions. This compliance could be curbed, but usually not eliminated, with the injection of prohibitive, task-specific guardrails. Our results highlight ethical risks in the context of increasingly accessible and powerful machine delegation, and suggest design and policy strategies to mitigate them","['Rilla, Raluca', 'Ajaj, Tamer', 'Rahwan, Zoe', 'Supriyatno, Bramantyo Ibrahim', 'Rahwan, Iyad', 'Köbis, Nils', 'Bersch, Clara', 'Bonnefon, Jean-François']",2025.0,,,,,,,0.0,,info:eu-repo/semantics/preprint
arxiv,2603.28944v2,Faith in AI can narrow the futures individuals consider,"Artificial intelligence (AI) predictions are increasingly used to inform human decisions. Here, using a behavioral implementation of the classic Newcomb's paradox in 1,305 participants, we show that AI predictions can also shape the reasoning people use to make a decision. In this paradigm, perceived predictive authority can alter how people reason about their future actions, leading them to forgo a guaranteed reward. Over 40% of participants treated AI as such a predictive authority about their own behavior, significantly increasing the odds of forgoing the guaranteed reward by a factor of 3.39 (95% CI: 2.45-4.70) and reducing earnings by 10.7-42.9%. The effect appeared across AI presentations and decision contexts and remained detectable even when predictions repeatedly failed. When people perceive AI as capable of predicting their personal behavior, the mere presence of AI predictions may shape their decision-making, narrowing the futures they consider.","['Aoi Naito', 'Hirokazu Shirado']",2026.0,2026-03-30T19:36:10+00:00,,http://arxiv.org/abs/2603.28944v2,https://arxiv.org/pdf/2603.28944v2,,,,,['cs.HC']
arxiv,2501.02842v1,Foundations of GenIR,"The chapter discusses the foundational impact of modern generative AI models on information access (IA) systems. In contrast to traditional AI, the large-scale training and superior data modeling of generative AI models enable them to produce high-quality, human-like responses, which brings brand new opportunities for the development of IA paradigms. In this chapter, we identify and introduce two of them in details, i.e., information generation and information synthesis. Information generation allows AI to create tailored content addressing user needs directly, enhancing user experience with immediate, relevant outputs. Information synthesis leverages the ability of generative AI to integrate and reorganize existing information, providing grounded responses and mitigating issues like model hallucination, which is particularly valuable in scenarios requiring precision and external knowledge. This chapter delves into the foundational aspects of generative models, including architecture, scaling, and training, and discusses their applications in multi-modal scenarios. Additionally, it examines the retrieval-augmented generation paradigm and other methods for corpus modeling and understanding, demonstrating how generative AI can enhance information access systems. It also summarizes potential challenges and fruitful directions for future studies.","['Qingyao Ai', 'Jingtao Zhan', 'Yiqun Liu']",2025.0,2025-01-06T08:38:29+00:00,,http://arxiv.org/abs/2501.02842v1,https://arxiv.org/pdf/2501.02842v1,,,,,"['cs.IR', 'cs.LG']"
arxiv,1907.07908v4,Risk-dependent centrality in economic and financial networks,"Node centrality is one of the most important and widely used concepts in the study of complex networks. Here, we extend the paradigm of node centrality in financial and economic networks to consider the changes of node ""importance"" produced not only by the variation of the topology of the system but also as a consequence of the external levels of risk to which the network as a whole is submitted. Starting from the ""Susceptible-Infected"" (SI) model of epidemics and its relation to the communicability functions of networks we develop a series of risk-dependent centralities for nodes in (financial and economic) networks. We analyze here some of the most important mathematical properties of these risk-dependent centrality measures. In particular, we study the newly observed phenomenon of ranking interlacement, by means of which two entities may interlace their ranking positions in terms of risk in the network as a consequence of the change in the external conditions only, i.e., without any change in the topology. We test the risk-dependent centralities by studying two real-world systems: the network generated by collecting assets of the S\&P 100 and the corporate board network of the US top companies, according to Forbes in 1999. We found that a high position in the ranking of the analyzed financial companies according to their risk-dependent centrality corresponds to companies more sensitive to the external market variations during the periods of crisis.","['Paolo Bartesaghi', 'Michele Benzi', 'Gian Paolo Clemente', 'Rosanna Grassi', 'Ernesto Estrada']",2019.0,2019-07-18T07:18:33+00:00,10.1137/19M13020411,http://arxiv.org/abs/1907.07908v4,https://arxiv.org/pdf/1907.07908v4,,SIAM J. FINANCIAL MATH. 2020,,,"['q-fin.MF', 'q-fin.GN']"
arxiv,2603.18421v2,The Impact of Corporate AI Washing on Farmers' Digital Financial Behavior Response -- An Analysis from the Perspective of Digital Financial Exclusion,"In the context of the rapid development of digital finance, some financial technology companies exhibit the phenomenon of ""AI washing,"" where they overstate their AI capabilities while underinvesting in actual AI resources. This paper constructs a corporate-level AI washing index based on CHFS2019 data and AI investment data from 15-20 financial technology companies, analyzing and testing its impact on farmers' digital financial behavior response. The study finds that AI washing significantly suppresses farmers' digital financial behavior; the higher the degree of AI washing, the lower the response level of farmers' digital financial behavior. Moreover, AI washing indirectly inhibits farmers' behavioral responses by exacerbating knowledge exclusion and risk exclusion. Social capital can positively moderate the negative impact of AI washing; among farmer groups with high social capital, the suppressive effect of AI washing on digital financial behavior is significantly weaker than that among groups with low social capital. In response, this paper suggests that regulatory authorities establish a strict information disclosure system for AI technology, conduct differentiated digital financial education to enhance the identification capabilities of vulnerable groups, promote digital financial mutual aid groups to leverage the protective effects of social capital, improve the consumer protection mechanism for farmers in digital finance, and set up pilot ""Digital Inclusive Finance Demonstration Counties,"" etc.","['Zhanjie Wen', 'Wenxiu Li', 'Jiechang Xia', 'Jingqiao Guo']",2026.0,2026-03-19T02:29:36+00:00,,http://arxiv.org/abs/2603.18421v2,https://arxiv.org/pdf/2603.18421v2,,,,,"['cs.CY', 'cs.AI']"
arxiv,2601.16513v1,Competing Visions of Ethical AI: A Case Study of OpenAI,"Introduction. AI Ethics is framed distinctly across actors and stakeholder groups. We report results from a case study of OpenAI analysing ethical AI discourse. Method. Research addressed: How has OpenAI's public discourse leveraged 'ethics', 'safety', 'alignment' and adjacent related concepts over time, and what does discourse signal about framing in practice? A structured corpus, differentiating between communication for a general audience and communication with an academic audience, was assembled from public documentation. Analysis. Qualitative content analysis of ethical themes combined inductively derived and deductively applied codes. Quantitative analysis leveraged computational content analysis methods via NLP to model topics and quantify changes in rhetoric over time. Visualizations report aggregate results. For reproducible results, we have released our code at https://github.com/famous-blue-raincoat/AI_Ethics_Discourse. Results. Results indicate that safety and risk discourse dominate OpenAI's public communication and documentation, without applying academic and advocacy ethics frameworks or vocabularies. Conclusions. Implications for governance are presented, along with discussion of ethics-washing practices in industry.","['Melissa Wilfley', 'Mengting Ai', 'Madelyn Rose Sanfilippo']",2026.0,2026-01-23T07:26:45+00:00,10.47989/ir31iConf64115,http://arxiv.org/abs/2601.16513v1,https://arxiv.org/pdf/2601.16513v1,,,,,['cs.CY']
arxiv,2109.14906v1,DICoE@FinSim-3: Financial Hypernym Detection using Augmented Terms and Distance-based Features,"We present the submission of team DICoE for FinSim-3, the 3rd Shared Task on Learning Semantic Similarities for the Financial Domain. The task provides a set of terms in the financial domain and requires to classify them into the most relevant hypernym from a financial ontology. After augmenting the terms with their Investopedia definitions, our system employs a Logistic Regression classifier over financial word embeddings and a mix of hand-crafted and distance-based features. Also, for the first time in this task, we employ different replacement methods for out-of-vocabulary terms, leading to improved performance. Finally, we have also experimented with word representations generated from various financial corpora. Our best-performing submission ranked 4th on the task's leaderboard.","['Lefteris Loukas', 'Konstantinos Bougiatiotis', 'Manos Fergadiotis', 'Dimitris Mavroeidis', 'Elias Zavitsanos']",2021.0,2021-09-30T08:01:48+00:00,,http://arxiv.org/abs/2109.14906v1,https://arxiv.org/pdf/2109.14906v1,,In Proceedings of the Third Workshop on Financial Technology and Natural Language Processing (FinNLP 2021),,,['cs.CL']
arxiv,2603.13244v1,"Agentic AI, Retrieval-Augmented Generation, and the Institutional Turn: Legal Architectures and Financial Governance in the Age of Distributional AGI","The proliferation of agentic artificial intelligence systems--characterized by autonomous goal-seeking, tool use, and multi-agent coordination--presents unprecedented challenges to existing legal and financial regulatory frameworks. While traditional AI governance has focused on model-level alignment through training-time interventions such as Reinforcement Learning from Human Feedback (RLHF), the deployment of large language models (LLMs) as persistent agents necessitates a paradigm shift toward institutional governance structures. This paper examines the intersection of agentic AI, Retrieval-Augmented Generation (RAG), and their implications for legal accountability and financial market integrity. Through analysis of the Institutional AI framework, we argue that alignment must be reconceptualized as a mechanism design problem involving runtime governance graphs, sanction functions, and observable behavioral constraints rather than internalized constitutional values[...].The analysis concludes that the future of AI governance lies not in perfecting isolated model behavior, but in architecting institutional environments where compliant behavior emerges as the dominant strategy through carefully calibrated payoff landscapes.",['Marcel Osmond'],2026.0,2026-02-20T11:58:43+00:00,10.5281/zenodo.18711509,http://arxiv.org/abs/2603.13244v1,https://arxiv.org/pdf/2603.13244v1,,,,,"['cs.CY', 'cs.AI', 'cs.CE']"
arxiv,2603.17419v1,Caging the Agents: A Zero Trust Security Architecture for Autonomous AI in Healthcare,"Autonomous AI agents powered by large language models are being deployed in production with capabilities including shell execution, file system access, database queries, and multi-party communication. Recent red teaming research demonstrates that these agents exhibit critical vulnerabilities in realistic settings: unauthorized compliance with non-owner instructions, sensitive information disclosure, identity spoofing, cross-agent propagation of unsafe practices, and indirect prompt injection through external resources [7]. In healthcare environments processing Protected Health Information, every such vulnerability becomes a potential HIPAA violation. This paper presents a security architecture deployed for nine autonomous AI agents in production at a healthcare technology company. We develop a six-domain threat model for agentic AI in healthcare covering credential exposure, execution capability abuse, network egress exfiltration, prompt integrity failures, database access risks, and fleet configuration drift. We implement four-layer defense in depth: (1) kernel level workload isolation using gVisor on Kubernetes, (2) credential proxy sidecars preventing agent containers from accessing raw secrets, (3) network egress policies restricting each agent to allowlisted destinations, and (4) a prompt integrity framework with structured metadata envelopes and untrusted content labeling. We report results from 90 days of deployment including four HIGH severity findings discovered and remediated by an automated security audit agent, progressive fleet hardening across three VM image generations, and defense coverage mapped to all eleven attack patterns from recent literature. All configurations, audit tooling, and the prompt integrity framework are released as open source.",['Saikat Maiti'],2026.0,2026-03-18T06:54:47+00:00,,http://arxiv.org/abs/2603.17419v1,https://arxiv.org/pdf/2603.17419v1,,,,,"['cs.CR', 'cs.AI']"
arxiv,2112.01298v2,Meaningful human control: actionable properties for AI system development,"How can humans remain in control of artificial intelligence (AI)-based systems designed to perform tasks autonomously? Such systems are increasingly ubiquitous, creating benefits - but also undesirable situations where moral responsibility for their actions cannot be properly attributed to any particular person or group. The concept of meaningful human control has been proposed to address responsibility gaps and mitigate them by establishing conditions that enable a proper attribution of responsibility for humans; however, clear requirements for researchers, designers, and engineers are yet inexistent, making the development of AI-based systems that remain under meaningful human control challenging. In this paper, we address the gap between philosophical theory and engineering practice by identifying, through an iterative process of abductive thinking, four actionable properties for AI-based systems under meaningful human control, which we discuss making use of two applications scenarios: automated vehicles and AI-based hiring. First, a system in which humans and AI algorithms interact should have an explicitly defined domain of morally loaded situations within which the system ought to operate. Second, humans and AI agents within the system should have appropriate and mutually compatible representations. Third, responsibility attributed to a human should be commensurate with that human's ability and authority to control the system. Fourth, there should be explicit links between the actions of the AI agents and actions of humans who are aware of their moral responsibility. We argue that these four properties will support practically-minded professionals to take concrete steps toward designing and engineering for AI systems that facilitate meaningful human control.","['Luciano Cavalcante Siebert', 'Maria Luce Lupetti', 'Evgeni Aizenberg', 'Niek Beckers', 'Arkady Zgonnikov', 'Herman Veluwenkamp', 'David Abbink', 'Elisa Giaccardi', 'Geert-Jan Houben', 'Catholijn M. Jonker', 'Jeroen van den Hoven', 'Deborah Forster', 'Reginald L. Lagendijk']",2021.0,2021-11-25T11:05:37+00:00,10.1007/s43681-022-00167-3,http://arxiv.org/abs/2112.01298v2,https://arxiv.org/pdf/2112.01298v2,,AI Ethics (2022),,,"['cs.CY', 'cs.AI']"
